dane_code,department,dept_capital,notary_offices,telecom_offices,post_offices,health_centers,health_posts,schools,libraries,fire_stations,jails,public_instrument_offices,tax_offices,municipal_employees,primary_enrollment,secondary_enrollment,infant_mortality,aqueduct_coverage,sewage_coverage,electricity_coverage,vaccination_coverage,not_poor_1993,not_poor_2005,life_quality_index,tax_per_capita_2002,crown_employees_1794,crown_employees_nonmilitary_1794,colonial_state_index,colonial_city,royal_road_distance,literacy_1918,schooling_1918,vaccination_1918,longitude,latitude,area_sqkm,elevation_m,rainfall_mm,distance_coast_km,distance_magdalena_km,highway_distance_m,population_1995,pop_density_1995,urban_share_1995,malaria_incidence,oil_producer,land_agri_share,land_mountain_share,slaves_share_1843,encomienda_1560,gold_mine_1560,foundation_year,population_1843
54680,Norte de Santander,0,0,1,1,1,0,2,1,0,0,0,0,10,1.41136,0.433941,55.5556,50.6944,35.4167,62.963,0.397171,42.094,58.44,43,7290.46,0,0,2,0,10.3565,0.317542,0.183858,0.664776,-72.72,7.84,170,411,871,169.986,120.315,924.868,2686,15.8,0.354642,0,0,0.5,0.5,0,0,0,1742,1206
54720,Norte de Santander,0,1,1,1,0,0,6,1,0,1,0,0,29,1.3031,0.357411,17.8019,56.3454,40.8899,47.525,0.582934,36.0667,52.7,49,2649.89,0,0,0,0,23.3687,0.181652,0.008933,0.0781638,-72.8,8.06,1435,300,1569,147.077,107.609,1002.5,24075,16.777,0.299755,0.400919,0,0.465517,0.465517,0,0,0,1786,2892.24
54743,Norte de Santander,0,0,1,2,1,0,3,1,0,1,0,0,12,0.894622,0.434808,39.6164,37.709,28.0937,60.5351,0.371022,41.291,58.99,43,4562.47,0,0,1,0,6.14233,0.259495,0.0640533,0.14609,-72.77,7.18,376,2700,817,240.286,119.699,6.728,6826,18.1543,0.162317,0,0,0.125,1,0,1,0,1530,2120
54800,Norte de Santander,0,1,1,1,1,0,2,0,0,1,0,0,13,1.43636,0.14948,112.393,32.7552,15.6095,55.005,0.543408,23.5624,49.36,40,12732,0,0,0,0,15.5877,0.214927,0.0203383,0.0191979,-73.3,8.42,865,1158,1472,146.051,52.3607,1379.57,11606,13.4173,0.163298,0.781835,0,0.710526,0.710526,0.019674,0,0,1812,1779
54810,Norte de Santander,0,0,1,1,0,0,12,0,0,0,0,0,49,1.29152,0.364197,42.3966,55.4302,35.9226,56.4854,0.3443,31.429,49.28,47,15626.7,0,0,0,0,43.9006,,,,-72.76,8.63,2738,320,720,118.179,114.894,1623.36,38717,14.1406,0.323756,36.2399,0,0.490196,0.343137,0,0,0,1977,2892.24
54820,Norte de Santander,0,0,1,1,0,1,6,1,0,0,0,0,44,1.04803,0.45166,37.2488,58.9886,31.1605,65.6533,0.372417,51.1562,58.32,51,24924.4,0,0,0,0,23.8155,0.208465,0.0436528,0.0858003,-72.5,7.29,1486,1642,886,212.301,146.109,998.76,20124,13.5424,0.246988,0.191724,0,0.280702,1,0.0040299,1,0,1795,1737
54871,Norte de Santander,0,1,1,1,1,0,4,0,0,1,0,1,69,1.60314,0.455856,30.1802,72.9638,33.7104,39.1403,0.547836,44.3426,49.82,49,4656.62,0,0,0,0,2.56021,,,,-72.99,7.89,396,1600,2027,186.51,90.3824,9.094,5180,13.0808,0.329554,0,0,0.285714,1,0,0,0,1859,2892.24
54874,Norte de Santander,0,1,1,1,1,3,24,1,1,0,0,0,12,1.19628,0.709355,36.2795,85.6507,62.5244,90.5605,0.390953,60.9394,69.2,61,21024.5,0,0,0,0,7.51565,,,,-72.5,7.82,93,431,821,166.149,146.023,1842.23,58870,633.011,0.961384,0.0283862,0,0,0,0.0140499,0,0,1734,2847
63001,Quindio,1,3,9,9,3,4,56,6,2,6,2,3,592,1.0814,0.82718,15.6121,99.2357,95.0165,97.8396,0.426803,82.0723,82.1,81,75452.5,0,0,0,0,13.7314,0.476234,0.0910606,0.30524,-75.71,4.54,115,1483,2285,155.403,88.7695,1462.76,269535,2343.78,0.976008,0.0915953,0,0.75,1,0,0,0,1889,2892.24
63111,Quindio,0,0,1,1,0,0,3,1,1,1,0,0,8,0.87689,0.621901,38.5135,74.8355,55.5921,97.3684,0.235447,72.6093,67.55,52,19656,0,0,0,0,30.1572,,,,-75.79,4.37,39,1450,2147,147.333,90.6741,1519.05,4978,127.641,0.344896,0,0,0,1,0,0,0,1969,2892.24
63130,Quindio,0,2,2,1,1,3,35,1,1,1,1,1,127,1.24826,0.736815,27.6287,96.7886,92.7766,96.3926,0.473564,74.9192,77.54,73,41074.9,0,0,0,0,11.3127,0.417456,0.0894005,0.211315,-75.67,4.52,208,1536,2138,160.196,84.3014,3493.11,68409,328.889,0.747295,0.135004,0,0.111111,1,0,0,0,1886,2892.24
63190,Quindio,0,2,1,1,1,2,12,1,1,1,0,0,25,1.24376,0.759443,19.5082,97.3411,90.0631,95.9892,0.338928,72.4649,74.7,62,33451.6,0,0,0,0,5.21113,0.417662,0.0614996,0.292334,-75.67,4.61,87,1772,2603,165.959,89.9345,1219.66,23631,271.621,0.689233,0.102115,0,0.5,1,0,1,0,1884,2892.24
63212,Quindio,0,0,1,1,0,0,3,1,1,1,0,0,25,1.04199,0.566704,27.3211,84.8253,82.6419,92.2489,0.417967,69.2486,67.16,55,15477.3,0,0,0,0,23.4982,,,,-75.66,4.39,90,1700,2425,158.586,85.7877,2777.54,6602,73.3555,0.51326,0.707324,0,0,1,0,0,0,1927,2892.24
63272,Quindio,0,1,2,1,1,1,8,1,1,1,1,0,29,1.20579,0.607266,39.4661,94.23,70.9423,95.4753,0.321319,70.3872,73.19,57,33537.9,0,0,0,0,3.86752,0.442681,0.0995168,0.299486,-75.7,4.67,101,1932,2746,170.27,93.0899,1546.37,13164,130.337,0.439062,0.0509781,0,1,1,0,1,0,1878,2892.24
63302,Quindio,0,1,1,1,0,0,6,1,1,1,0,0,18,1.1683,0.520708,20.9297,66.1824,60.8717,94.3888,0.401634,68.442,68.11,55,50990.3,0,0,0,0,36.572,,,,-75.8,4.3,287,1500,2205,145.56,95.5505,822.068,11266,39.2544,0.555971,0.122232,0,0,1,0,0,0,1903,2892.24
63401,Quindio,0,1,2,1,1,1,15,1,1,1,0,0,35,1.15237,0.633002,29.4981,96.594,89.5066,91.7606,0.455012,62.5947,69.65,63,39216,0,0,0,0,29.1119,,,,-75.79,4.46,88,1350,2038,144.821,97.8765,2011.79,25068,284.864,0.888068,0.438313,0,1,1,0,0,0,1916,2892.24
63470,Quindio,0,1,2,1,1,1,14,1,1,1,0,0,45,1.14584,0.606906,36.4675,97.1378,90.5244,95.2889,0.345988,66.3359,71.14,60,40610.5,0,0,0,0,18.5868,0.465696,0.0940171,0.318139,-75.79,4.55,141,1294,2071,149.687,98.6578,4578.81,36969,262.192,0.804201,0.140713,0,1,1,0,1,0,1892,2892.24
63548,Quindio,0,1,2,1,1,0,5,1,1,1,0,0,18,1.15839,0.806768,32.1513,85.2724,63.8198,93.8131,0.352934,69.7747,68.14,53,28248.6,0,0,0,0,29.2862,,,,-75.75,4.35,238,1700,2426,152.126,86.0904,708.047,9033,37.9538,0.542748,0.0516796,0,0,1,0,0,0,1905,2892.24
63594,Quindio,0,1,1,1,1,0,15,1,1,1,1,0,18,1.14075,0.660099,29.2275,97.8662,90.6529,93.5987,0.279379,65.5513,69.9,59,37438.4,0,0,0,0,16.392,,,,-75.82,4.61,123,1339,2069,155.183,103.836,483.498,36098,293.48,0.711115,0.427298,0,1,1,0,0,0,1914,2892.24
63690,Quindio,0,1,1,1,0,0,3,1,1,1,0,0,10,1.13865,0.63147,27.3395,83.3903,65.4819,86.2611,0.280057,68.6556,69.21,54,48085.3,0,0,0,0,1.94567,0.487313,0.0720416,0.276874,-75.61,4.61,328,1895,2717,181.61,83.0298,1371.24,8113,24.7348,0.426399,0.112322,0,0,1,0,1,0,1850,2892.24
66001,Risaralda,1,6,13,14,5,7,99,9,3,9,2,6,859,1.13795,0.823752,10.2005,96.8956,90.4802,98.0876,0.397997,77.256,83.99,79,74064.9,1,1,0,0,2.80361,0.368638,0.0806954,0.589408,-75.7986,4.79149,702,1411,2106,165.569,96.7796,103.605,416099,592.734,0.839124,0.110974,0,0.772727,1,0.0772358,1,0,1863,246
66045,Risaralda,0,1,1,1,0,0,7,1,1,0,1,1,34,1.04804,0.422973,17.6167,70.055,67.9945,92.4794,0.363083,70.9559,69.56,52,18362.5,0,0,0,0,1.44905,0.48731,0.071435,0.278192,-75.97,5.1,175,1600,2112,151.813,131.228,905.705,16925,96.7143,0.380337,0.12896,0,1,1,0,1,0,1884,2892.24
66075,Risaralda,0,1,1,1,0,0,3,1,1,1,0,0,28,1.45618,0.406629,20.0823,65.6863,49.9246,94.721,0.450674,65.4594,66.25,47,69588.9,0,0,0,0,3.07534,,,,-76.01,4.97,138,1356,1928,151.5,125.194,1052.64,6871,49.7899,0.297215,0.101832,0,0.5,0.75,0,0,0,1907,2892.24
66088,Risaralda,0,1,1,1,0,0,6,1,1,0,1,1,81,1.0478,0.531131,25.5375,84.6727,77.2,96.2,0.330844,65.0519,69.93,55,21434.6,0,0,0,0,7.42955,0.343747,0.120532,0.360682,-75.9,5.2,207,1564,2325,161.762,125.233,1816.01,31749,153.377,0.463872,0,0,1,1,0,1,0,1872,2892.24
66170,Risaralda,0,,,,,,,,,,,,905,1.04802,0.670832,25.9537,95.4526,91.3846,98.4781,0.435285,79.2036,88.61,78,45207.2,0,0,0,0,1.90443,,,,-75.7043,4.84426,80,1420,2359,179.386,88.7447,4350.6,161811,2022.64,0.931125,0.0295019,0,0.333333,1,0,1,0,1972,2892.24
66318,Risaralda,0,1,1,1,0,0,4,1,1,1,0,0,27,1.02082,0.457869,25.4291,70.5617,59.0846,92.5104,0.360131,67.9627,68.44,47,6636.86,0,0,1,0,7.97173,0.387462,0.0738445,0.295052,-75.83,5.3,114,1530,1873,165.24,117.542,606.366,17330,152.018,0.228608,0.0711614,0,0.666667,1,0,1,0,1537,2892.24
66383,Risaralda,0,1,1,1,0,0,3,1,1,1,0,1,12,1.10472,0.374935,22.2217,56.8812,52.7192,94.3951,0.325252,59.375,67.72,48,13284.5,0,0,0,0,2.58819,,,,-76.1,5,107,1950,2339,143.894,134.615,1753.03,10810,101.028,0.421083,0.089582,0,1,1,0,0,0,1914,2892.24
66400,Risaralda,0,1,1,1,0,1,18,1,1,1,1,1,100,1.16771,0.901985,18.6557,98.5693,93.4336,96.0932,0.461635,67.1314,70.43,67,34686.4,0,0,0,0,1.55949,,,,-75.91,4.89,38,899,1747,160.678,116.836,822.691,32421,853.184,0.986096,0.689183,0,1,1,0,0,0,1904,2892.24
66440,Risaralda,0,1,1,1,0,1,8,1,1,1,1,0,52,1.31746,0.518382,25.6908,85.1843,65.8826,93.8167,0.397312,66.2152,65.71,56,30643.3,0,0,0,0,0.0759968,,,,-75.78,4.93,173,1950,2136,172.54,105.428,7046.5,20810,120.289,0.47583,0.112452,0,1,1,0,0,0,1867,2892.24
66456,Risaralda,0,1,1,1,0,0,3,1,1,1,0,1,16,1.26927,0.439294,21.2751,49.585,37.2429,55.2869,0.543897,40.9822,55.03,46,6394.74,0,0,0,0,2.37401,,,,-75.92,5.29,755,1518,1903,148.18,127.414,6726.89,17307,22.9232,0.301265,7.3948,0,0.611111,1,0.0029014,0,0,1590,1034
66572,Risaralda,0,1,1,2,0,0,3,1,1,1,0,1,12,1.6824,0.423785,100.992,47.9194,33.6765,61.1755,0.615541,45.2825,53.09,42,6305.01,0,0,0,0,10.4983,0.257549,0.107824,0.228919,-76.13,5.18,632,1560,3440,136.853,148.057,12963.7,14081,22.2801,0.25972,69.6004,0,0.291667,1,0,1,0,1884,2892.24
66594,Risaralda,0,1,1,1,0,1,6,1,1,1,0,1,45,1.00432,0.365747,27.2458,64.6471,56.7328,85.5353,0.379627,51.5001,64.63,52,7123.34,0,0,0,0,12.7157,0.315804,0.0925659,0.28032,-75.77,5.34,163,1776,2654,175.417,111.366,654.361,38340,235.215,0.250698,0.0688346,0,1,1,0,1,0,1842,2892.24
66682,Risaralda,0,1,1,1,0,0,29,1,1,1,1,1,325,1.18433,0.733889,26.6751,88.2046,83.3379,96.9572,0.421195,75.2764,74.89,71,45642.3,0,0,1,0,8.372,0.482919,0.0953468,0.195452,-75.6595,4.89138,630,1701,2576,190.319,89.7595,72.632,69270,109.952,0.758704,0.0239444,0,0.142857,1,0,1,0,1843,2892.24
66687,Risaralda,0,1,1,1,1,1,10,1,1,1,1,1,13,1.40435,0.469491,19.772,71.7316,74.9921,93.9854,0.534426,67.223,68.41,53,23339.2,0,0,0,0,1.16756,0.345301,0.10157,0.349882,-76.01,5.07,226,1575,2108,148.815,133.17,2203.06,17765,78.6062,0.43575,0.124228,0,0.6,1,0,0,0,1886,2892.24
68001,Santander,1,8,18,19,7,9,135,12,4,13,3,8,753,1.13673,0.959562,10.4257,97.096,92.5761,96.2819,0.398993,82.1426,85.69,82,55898.8,1,1,1,0,0.907201,0.420001,0.111842,0.292588,-73.13,7.09,154,959,980,259.672,83.1404,136.141,488356,3171.14,0.989792,0.0404052,0,0,0,0.017262,0,1,1622,5851
68013,Santander,0,0,1,1,0,1,3,0,0,0,0,0,8,0.822788,0.291275,,68.3071,9.05512,50.7874,0.237892,40.7364,54.95,38,4181.73,0,0,1,0,2.68678,0.239502,0.059098,0.193468,-73.52,6.14,41,1802,2510,375.803,90.9774,302.939,3012,73.4634,0.123093,0,0,1,1,0.0004212,0,0,1753,2374
68020,Santander,0,0,1,1,0,1,2,0,0,0,0,1,6,0.950138,0.466518,49.4624,39.1304,5.51839,36.8729,0.334597,67.2819,58.64,40,41451.6,0,0,0,0,4.12825,,,,-73.92,5.75,156,1925,2780,380.283,74.114,2014.75,7113,45.5962,0.0949306,0,0,0.333333,1,0,0,0,1903,2892.24
68051,Santander,0,0,1,1,0,0,2,1,0,0,0,1,17,1.39057,0.280413,21.1277,49.9616,23.2129,86.7025,0.424933,41.1798,50.8,44,18235.2,0,0,1,0,11.0224,0.172403,0.018258,0.0347201,-73.03,6.67,170,1805,1400,294.519,99.0129,175.873,7755,45.6176,0.251652,0,0,0.5,0.5,0.0020371,1,0,1750,4418
68077,Santander,0,0,1,1,0,1,11,1,0,0,1,1,67,1.18714,0.82789,14.8952,92.0351,69.3411,92.5329,0.392691,70.533,73.08,64,31444.5,0,0,0,0,4.3453,,,,-73.64,5.93,57,1588,1870,398.878,95.1871,1315.43,22876,401.333,0.722203,0.0187819,0,1,1,0.0043428,1,0,1940,3454
68079,Santander,0,1,1,1,0,0,6,1,0,0,1,1,10,0.720206,0.392661,18.8679,56.8182,38.3207,86.6162,0.149864,54.0985,63.01,44,10978.6,0,0,1,0,5.40841,0.16542,0.0197622,0.0836155,-73.23,6.61,134,1336,1220,313.405,79.7317,1437.43,11858,88.4925,0.289393,0,0,0.428571,0.428571,0.0035693,0,0,1705,13448
68081,Santander,0,2,1,1,0,6,173,1,1,1,1,1,327,1.08355,0.877042,12.5052,93.3158,76.3286,94.7686,0.383342,70.5218,77.79,74,258506,0,0,0,0,55.7345,,,,-73.87,7.04,1274,75,2460,321.919,0.208775,2867.73,187599,147.252,0.914072,0.364747,0,0.395833,0,0,0,0,1536,2892.24
68092,Santander,0,0,1,1,0,0,3,0,0,1,0,1,11,1.09608,0.325629,35.8931,51.4652,28.7546,67.7656,0.215022,54.4181,56.85,42,6242.36,0,0,0,0,20.2977,0.316679,0.050698,0.19471,-73.3,6.88,441,1820,1530,291.982,64.3031,378.997,6382,14.4717,0.250348,0,0,0.666667,0.722222,0,0,0,1844,2892.24
68101,Santander,0,1,1,2,0,0,4,0,0,1,0,0,22,1.02939,0.18767,25.4836,48.9862,8.83605,49.8373,0.247781,45.8844,50.06,40,17314.3,0,0,0,0,0.41864,0.0855238,0.015619,0.187746,-73.78,5.97,1491,2130,2000,346.678,78.2571,1454.69,21953,14.7237,0.0908658,0.0952413,0,0.31579,1,0,1,0,1844,1995
68121,Santander,0,0,1,1,0,1,1,0,0,0,0,0,6,0.874701,0.369412,,94.7368,12.2807,75.4386,0.448939,25.56,53.87,48,14572.4,0,0,0,0,6.46076,0.145001,0.0306489,0.174382,-73.26,6.58,68,980,1320,322.916,77.7565,1639.57,2329,34.25,0.152169,0,0,0,0,0.000222,1,0,1809,4504
68132,Santander,0,0,1,1,0,1,2,0,0,1,0,0,7,1.07281,0.675488,,65.6716,47.0149,83.5821,0.342857,69.3985,65.36,49,55762.2,0,0,0,0,6.88399,0.333333,0.0654664,0.395527,-73,7.34,45,75,2860,232.159,95.1785,4630.4,1492,33.1556,0.359632,0,0,1,1,0,0,0,1908,602
68147,Santander,0,0,1,1,0,0,5,1,0,1,0,0,20,1.0515,0.578785,7.37937,55.5805,42.6966,73.4831,0.355159,42.9562,53.73,49,7158.17,0,0,1,0,4.0005,0.149572,0.0208027,0.189427,-72.71,6.52,81,1090,1420,300.323,138.2,2660.38,7600,93.8272,0.475669,0,0,0,0,0.0008905,1,0,1657,2246
68152,Santander,0,0,1,1,0,1,3,0,0,0,0,1,3,1.03387,0.219381,42.1863,26.9784,11.7806,41.9065,0.403081,26.2516,41.29,34,3692.1,0,0,1,0,5.42724,0.116058,0.013424,0.108411,-72.64,6.61,248,2080,1580,282.477,142.35,62.549,6116,24.6613,0.136045,0,0,0.1,1,0.0022506,0,0,1683,2666
68160,Santander,0,0,1,1,0,1,1,0,0,1,0,1,11,1.22022,0.173007,95.2381,21.8978,11.1922,62.0438,0.322543,18.9647,52.1,36,3533.01,0,0,1,0,15.2706,0.347176,0.0693522,0.0215947,-72.99,6.74,112,660,1051,288.645,103.273,4214.79,2295,20.4911,0.157387,0,0,0.4,0.4,0.0027203,0,0,1751,3676
68162,Santander,0,0,1,1,0,1,3,1,0,0,0,0,8,1.06967,0.442999,17.6901,38.6139,33.0033,75.4125,0.49745,34.9916,53.87,41,4484,0,0,1,0,0.0344443,0.199134,0.0406445,0.205387,-72.71,6.82,416,2500,1100,259.275,129.622,1308.4,7066,16.9856,0.329783,0.0353057,0,0,1,0,0,0,1750,2356
68167,Santander,0,1,1,1,0,0,7,1,0,1,1,1,25,1.30614,0.946656,19.9734,76.3506,46.1277,77.5217,0.468896,67.1593,67.92,53,46524.3,1,1,1,0,17.5927,0.184963,0.0449723,0.172624,-73.17,6.27,411,1291,2560,356.823,112.162,1213.81,13862,33.7275,0.475123,0.0986423,0,0.625,1,0.0009425,1,0,1540,9549
68169,Santander,0,0,1,1,0,1,3,1,0,0,0,0,10,0.985716,0.304845,44.137,61.0632,24.7126,65.2299,0.332533,54.4359,61.65,45,23197.1,0,0,0,0,1.89105,,,,-72.98,7.26,125,1995,1010,243.546,94.3456,4759.46,3606,28.848,0.177201,0.143494,0,0.5,0.75,0,0,0,1908,2892.24
68176,Santander,0,0,1,1,0,0,3,1,0,0,0,1,13,1.14205,0.267047,41.2802,53.0997,26.6846,64.1509,0.410516,47.0156,56.06,43,10473.2,0,0,1,0,3.66449,0.147194,0.0352234,0.0907789,-73.39,6.33,152,1157,2920,349.582,86.5538,2037.01,3552,23.3684,0.223267,0.146989,0,0.25,0.75,0.0014519,1,0,1573,2755
68179,Santander,0,0,1,1,0,1,3,0,0,1,0,1,8,1.23395,0.285147,32.1184,28.9844,11.0938,71.0156,0.408917,43.0783,58.71,39,18736.4,0,0,1,0,0.76601,0.0765335,0.0071281,0.050272,-73.65,6.04,85,1950,2310,392.055,86.9465,2734.75,5221,61.4235,0.162318,0,0,0.5,1,0.0029698,1,0,1536,6061
68190,Santander,0,0,1,1,0,0,4,1,0,1,0,1,31,1.50568,0.42884,31.9292,41.375,32.5143,51.6505,0.505804,41.3728,54.86,50,109382,0,0,0,0,11.8779,,,,-73.95,6.3,2847,158,3020,331.079,46.2062,290.312,26264,9.22515,0.337603,6.6218,1,0.336066,0.155738,0,0,0,1905,2892.24
68207,Santander,0,1,1,1,0,0,6,0,0,0,1,1,16,0.897057,0.558271,25.0735,47.1616,36.5357,66.9578,0.3725,38.5351,60.72,44,8191.85,0,0,0,0,1.03166,0.18627,0.0325362,0.213112,-72.72,6.74,333,2005,1340,264.739,130.015,1699.67,7625,22.8979,0.346657,0,0,0,1,0.0015758,0,0,1722,3173
68209,Santander,0,0,1,1,0,1,1,0,0,1,0,0,16,0.981398,0.477093,87.6984,45.2336,11.9626,65.2336,0.457086,50.927,63.87,41,33890,0,0,1,0,4.62382,0.182359,0.0324675,0.172078,-73.24,6.34,73,1523,2580,343.676,96.2928,173.744,2921,40.0137,0.133539,0.0825627,0,1,1,0.0023072,0,0,1773,3034
68211,Santander,0,1,1,1,0,0,5,1,0,1,1,1,6,0.892895,0.736464,39.2157,76.865,16.3362,81.0198,0.455425,68.4641,64.13,50,11598.6,0,0,0,0,5.72737,,,,-73.47,6.29,117,1690,2560,363.445,86.9187,8292.2,5301,45.3077,0.64596,0,0,0.4,1,0,1,0,1861,2892.24
68217,Santander,0,0,1,1,0,1,3,1,0,1,0,0,8,1.22206,0.212514,39.2157,28.8682,13.5387,68.0516,0.42601,49.3659,57,39,6480.81,0,0,0,0,26.4317,,,,-73.06,6.27,554,1450,2840,343.384,118.429,1075.68,7027,12.6841,0.122984,0.0344685,0,0.24,1,0,1,0,1840,4849
68229,Santander,0,0,1,1,0,0,3,0,0,1,0,1,14,1.17034,0.395589,25.0861,71.321,30.1275,86.2109,0.431944,55.6083,59.79,43,7198.41,0,0,0,0,11.8682,0.365951,0.0454319,0.27359,-73.09,6.6,238,1491,1560,305.349,95.5556,1229.12,10494,44.0924,0.299643,0.0230478,0,0.888889,0.888889,0.0080576,1,0,1540,3475
68235,Santander,0,0,1,1,1,0,2,0,0,0,0,0,16,1.57693,0.183202,30.1879,36.1711,8.86634,54.0362,0.618215,29.7646,48.92,38,12807.7,0,0,0,0,37.8331,,,,-73.54,6.62,1059,692,1510,333.473,50.9508,175.314,13254,12.5156,0.124309,0.0832098,1,0.918919,0.891892,0,0,0,1938,2892.24
68245,Santander,0,0,1,1,0,1,2,1,0,0,0,0,14,1.31484,0.517115,35.7143,59.5285,13.9489,41.0609,0.514327,44.2266,57.02,41,16841.9,0,0,0,0,2.63986,,,,-73.52,6.23,122,1750,2590,371.277,86.4536,7970.23,2473,20.2705,0.190144,0.109794,0,0.25,1,0,0,0,1928,2892.24
68250,Santander,0,,,,,,,,,,,,25,0.876945,0.10694,18.3836,28.8574,7.92327,23.8532,0.549971,27.1558,43.71,37,1331.16,0,0,0,0,8.50897,,,,-73.87,6.02,415,2179,2065,367.918,66.37,1708.73,6580,15.8554,0.117717,0.0795302,0,0.25,1,0,0,0,1993,2892.24
68255,Santander,0,0,1,1,1,0,3,0,0,1,0,1,45,1.12253,0.436603,14.9825,45.3788,41.3406,64.0716,0.447461,43.9614,55.08,51,8044.55,0,0,0,0,13.8335,,,,-73.22,7.48,459,1750,1030,233.877,66.6681,2392.11,14528,31.6514,0.368999,0.283065,0,0.9,1,0,0,0,1984,2892.24
68264,Santander,0,0,1,1,0,1,1,0,0,0,0,0,21,1.29762,0.220334,27.7778,29.1016,9.96094,62.3047,0.58069,44.5183,58.65,39,25876.5,0,0,0,0,26.046,0.157041,0.0715981,0.36788,-73.12,6.13,418,1912,3180,359.835,123.597,1071.84,2682,6.41627,0.132372,0.900911,0,0.166667,1,0.0002361,0,0,1786,4236
68266,Santander,0,0,1,1,0,1,2,1,0,0,0,1,8,1.10518,0.458438,45.4545,40.2299,17.5862,73.6782,0.494899,30.871,59.13,40,9271.64,0,0,1,0,2.01282,0.139566,0.0392823,0.121246,-72.72,6.63,79,1580,1631,287.446,134.056,1025.65,4644,58.7848,0.144407,0,0,0.5,0.75,0.0012777,0,0,1752,2348
68271,Santander,0,0,1,1,0,1,3,0,0,0,0,0,11,1.49082,0.450339,14.6561,47.01,11.3787,67.2758,0.663513,38.1385,52.53,40,184752,0,0,0,0,3.56008,,,,-74,5.8,57,1850,2928,362.015,65.6122,1542.33,6417,112.579,0.170205,0.0377644,0,0.666667,1,0,0,0,1974,2892.24
68276,Santander,0,,,,,,,,,,,,322,0.972345,0.599164,7.58744,97.1318,93.4523,97.2986,0.328639,83.8306,80.57,76,40588.1,0,0,0,0,6.78027,0.277768,0.0508692,0.479963,-73.11,7.04,101,925,1090,265.152,84.2259,484.42,211499,2094.05,0.972306,0.0227718,0,0.75,0.75,0.0414568,0,1,1809,2581
68296,Santander,0,1,1,1,0,0,2,0,0,0,0,0,8,1.00601,0.303281,25.641,72.8093,21.3917,67.7835,0.34881,47.0691,57.15,46,9309.26,0,0,0,0,12.3212,0.218646,0.0499317,0.249464,-73.3004,6.61,209,919,1470,318.486,73.348,677.115,3927,18.7895,0.300013,0.0672585,0,0.25,0.75,0.0033055,1,0,1789,5143
68298,Santander,0,1,1,1,0,1,2,0,0,0,0,1,12,1.32432,0.171964,27.3457,27.6978,13.0396,28.5971,0.421535,39.8927,52.34,38,15946.4,0,0,1,0,23.1847,0.346409,0.0251756,0.951015,-73.37,5.93,519,1900,3050,389.656,121.165,997.196,5269,10.1522,0.136201,0,0,0.15,1,0.0028618,0,0,1760,2446
68307,Santander,0,1,1,1,0,1,16,1,1,1,1,1,45,0.998274,0.584591,38.4823,87.4235,83.6102,96.1262,0.253291,76.0287,74.67,69,46718,4,4,3,0,6.97889,0.211775,0.0489786,0.216216,-73.18,7.04,681,777,1180,284.002,77.6401,569.305,91742,134.717,0.889289,0.0385723,0,0.388889,0.388889,0.0251785,1,1,1631,7705
68318,Santander,0,1,1,1,0,0,4,1,0,1,0,1,14,1.34009,0.381374,40.8563,44.5682,20.6824,57.0334,0.391842,40.4738,55.41,43,0,0,0,1,0,17.3002,0.239751,0.0852388,0.076309,-72.88,6.85,271,2320,1350,265.497,110.094,2271.52,8141,30.0406,0.202571,0.0319898,0,0,1,0,1,0,1553,2770
68320,Santander,0,1,1,1,0,0,4,1,1,0,1,1,26,0.953365,0.590567,15.7725,65.0748,24.3051,73.4854,0.356547,63.5021,61.92,51,11433.4,1,1,2,0,1.73455,0.228662,0.0416432,0.157381,-73.44,6.24,144,1395,2570,363.949,92.5008,2778.59,7777,54.0069,0.285446,0,0,0.833333,0.833333,0.000758,0,0,1715,5277
68322,Santander,0,0,1,1,0,1,2,0,0,1,0,1,28,1.35461,0.521986,111.111,81.4969,27.6507,81.289,0.416733,65.8322,68.33,52,41586.2,0,0,0,0,2.69708,0.150811,0.0403332,0.145989,-73.35,6.29,69,1460,2330,351.204,93.8156,809.386,2393,34.6812,0.256346,0.113688,0,1,1,0.0012829,0,0,1810,3118
68324,Santander,0,0,1,1,0,1,2,0,0,1,0,1,14,1.12625,0.384719,93.5688,53.5889,12.7243,78.6297,0.314535,66.8046,58.7,44,11738.5,0,0,1,0,7.88259,0.12596,0.0192012,0.250768,-73.72,5.94,72,2000,1860,387.952,86.8813,854.018,5411,75.1528,0.169262,0,0,1,1,0.0015238,1,0,1740,5250
68327,Santander,0,0,1,2,0,1,3,1,0,0,0,0,22,0.854635,0.451242,16.2393,45.1064,37.0213,83.8298,0.305196,52.1167,57.02,46,9084.65,0,0,1,0,2.76932,0.229156,0.0608285,0.261667,-73.59,6.02,27,1540,2070,391.465,94.6921,2632.47,5290,195.926,0.381169,0.1285,0,1,1,0.002569,1,0,1700,3114
68344,Santander,0,0,1,1,0,1,2,0,0,0,0,0,6,0.980248,0.326515,125,67.4009,12.5551,65.1982,0.378863,38.98,54.91,41,8424.98,0,0,0,0,12.0949,0.370795,0.024535,0.266324,-73.35,6.56,172,1370,1500,331.038,76.2853,2882.44,2510,14.593,0.219679,0.195848,0,0.571429,1,0.0024722,1,0,1825,1618
